# Wordlist

# DATA
ID	DOCULECT	CONCEPT	SEGMENTS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID
11433	Isconahua	butterfly	b ai _ c h a h o	bai_chaho	1 7 9 1 3 7 3 7	AX_ACXBZ	PA_CHAHU	15	15.P.C 15.A.V 15._._ 15.C.C 15.H.C 15.A.V 15.H.C 15.U.V	2.0 1.5 0.0 2.0 1.5 1.5 1.75 0.8	bai_chaho	0	833
#
1053	Araona	buttocks	m a n i	mani	4 7 4 7	AXBZ	MANI	2	2.M.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	mani	0	836
1054	Araona	buttocks	m o t o	moto	4 7 1 7	AXBZ	MUTU	2	2.M.C 2.U.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	moto	0	848
1645	Cavinena	buttocks	e t a d a	e-tada	7 1 7 1 7	XBYBZ	ETATA	8	8.E.V 8.T.C 8.A.V 8.T.C 8.A.V	1.5 1.75 1.3 1.75 0.8	etada	0	838
2186	EseEjja	buttocks	e k ii	e-kii	7 1 7	XBZ	EKI	13	13.E.V 13.K.C 13.I.V	1.5 1.75 0.8	ekii	0	841
2187	EseEjja	buttocks	e x o ɓ o č a	e-xoɓoča	7 3 7 1 7 2 7	XBYBYBZ	EGUPUCA	13	13.E.V 13.G.C 13.U.V 13.P.C 13.U.V 13.C.C 13.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	exoɓoča	0	849
2722	HuarayoEseEjja	buttocks	e 'w i	e-'wi	7 6 7	XBZ	EWI	14	14.E.V 14.W.C 14.I.V	1.5 1.75 0.8	e'wi	1	842
3180	Tacana	buttocks	e m o t o	e-moto	7 4 7 1 7	XBYBZ	EMUTU	39	39.E.V 39.M.C 39.U.V 39.T.C 39.U.V	1.5 1.75 1.3 1.75 0.8	emoto	0	848
4240	Catuquina	buttocks	ṣ̌ i č o	ṣ̌ičo	3 7 2 7	AXBZ	SICU	7	7.S.C 7.I.V 7.C.C 7.U.V	2.0 1.5 1.75 0.8	ṣ̌ičo	0	835
4738	Chacobo	buttocks	č i k a ṣ̌ a	čikaṣ̌a	2 7 1 7 3 7	AXBYBZ	CIKASA	9	9.C.C 9.I.V 9.K.C 9.A.V 9.S.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	čikaṣ̌a	0	839
5444	ShipiboConibo	buttocks	č i ṣ̌ o	čiṣ̌o	2 7 3 7	AXBZ	CISU	38	38.C.C 38.I.V 38.S.C 38.U.V	2.0 1.5 1.75 0.8	čiṣ̌o	0	835
5445	ShipiboConibo	buttocks	č i	či-	2 7	AX	CI	38	38.C.C 38.I.V	2.0 1.5	či	1	847
6105	Yaminahua	buttocks	č i p a	čipa	2 7 1 7	AXBZ	CIPA	41	41.C.C 41.I.V 41.P.C 41.A.V	2.0 1.5 1.75 0.8	čipa	0	847
6627	Amahuaca	buttocks	c h i x ó	chixó	1 3 7 3 7	ACXBZ	CHIGU	1	1.C.C 1.H.C 1.I.V 1.G.C 1.U.V	2.0 1.5 1.5 1.75 0.8	chixó	0	835
7078	Capanahua	buttocks	c h i n c a n	chincan	1 3 7 4 1 7 4	ACXMBYN	CHINCAN	5	5.C.C 5.H.C 5.I.V 5.N.c 5.C.C 5.A.V 5.N.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	chincan	0	837
7939	Chipaya	buttocks	w i r i	wiri	6 7 5 7	AXBZ	WIRI	10	10.W.C 10.I.V 10.R.C 10.I.V	2.0 1.5 1.75 0.8	wiri	0	840
7940	Moseten	buttocks	d g i 'ya ʔ	dgi'yaʔ	1 1 7 7 1	ACYYN	TKIYH	26	26.T.C 26.K.C 26.I.V 26.Y.V 26.H.c	2.0 1.5 1.3 1.3 0.8	dgi'yaʔ	0	845
7941	Movima	buttocks	ɗ i n s i kʷ a	ɗinsi-kʷa	1 7 4 3 7 1 7	AXMBYBZ	TINSIKA	27	27.T.C 27.I.V 27.N.c 27.S.C 27.I.V 27.K.C 27.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	ɗinsikʷa	0	846
9796	Matses	buttocks	t s i t s u	tsitsu	1 3 7 1 3 7	ACXBCZ	TSITSY	21	21.T.C 21.S.C 21.I.V 21.T.C 21.S.C 21.Y.V	2.0 1.5 1.5 1.75 1.5 0.8	tsitsu	0	844
10318	Sharanahua	buttocks	c h i p a	chipa	1 3 7 1 7	ACXBZ	CHIPA	37	37.C.C 37.H.C 37.I.V 37.P.C 37.A.V	2.0 1.5 1.5 1.75 0.8	chipa	0	847
10911	Kakataibo	buttocks	c h i x u	chixu	1 3 7 3 7	ACXBZ	CHIGY	17	17.C.C 17.H.C 17.I.V 17.G.C 17.Y.V	2.0 1.5 1.5 1.75 0.8	chixu	0	835
11434	Isconahua	buttocks	k i s h t a n k o	kishtanko	1 7 3 3 1 7 4 1 7	AXLMBYMBZ	KISHTANKU	15	15.K.C 15.I.V 15.S.c 15.H.c 15.T.C 15.A.V 15.N.c 15.K.C 15.U.V	2.0 1.5 1.1 1.1 1.75 1.3 1.1 1.75 0.8	kishtanko	0	843
11435	Isconahua	buttocks	p oi n k i	poinki	1 7 4 1 7	AXMBZ	PUNKI	15	15.P.C 15.U.V 15.N.c 15.K.C 15.I.V	2.0 1.5 1.1 1.75 0.8	poinki	0	850
#
1253	Araona	buy	kʷ ae b a h a	kʷaebaha	1 7 1 7 3 7	AXBYBZ	KAPAHA	2	2.K.C 2.A.V 2.P.C 2.A.V 2.H.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kʷaebaha	1	852
1254	Araona	buy	š o w ae n e	šowaene	3 7 6 7 4 7	AXBYBZ	SUWANE	2	2.S.C 2.U.V 2.W.C 2.A.V 2.N.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	šowaene	0	861
1813	Cavinena	buy	k e m i ya	kemi-ya	1 7 4 7 7	AXBYZ	KEMIY	8	8.K.C 8.E.V 8.M.C 8.I.V 8.Y.V	2.0 1.5 1.75 1.3 0.8	kemiya	0	854
2374	EseEjja	buy	h e š e	heše-	3 7 3 7	AXBZ	HESE	13	13.H.C 13.E.V 13.S.C 13.E.V	2.0 1.5 1.75 0.8	heše	0	857
2375	EseEjja	buy	x e š e	xeše-	3 7 3 7	AXBZ	GESE	13	13.G.C 13.E.V 13.S.C 13.E.V	2.0 1.5 1.75 0.8	xeše	0	857
2863	HuarayoEseEjja	buy	x e š e k w e	xeše-kwe	3 7 3 7 1 6 7	AXBYBCZ	GESEKWE	14	14.G.C 14.E.V 14.S.C 14.E.V 14.K.C 14.W.C 14.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	xešekwe	0	857
3387	Tacana	buy	b a h a	baha-	1 7 3 7	AXBZ	PAHA	39	39.P.C 39.A.V 39.H.C 39.A.V	2.0 1.5 1.75 0.8	baha	0	852
4407	Catuquina	buy	β i	βi-	3 7	AX	BI	7	7.B.C 7.I.V	2.0 1.5	βi	0	853
4937	Chacobo	buy	k o p i	kopi	1 7 1 7	AXBZ	KUPI	9	9.K.C 9.U.V 9.P.C 9.I.V	2.0 1.5 1.75 0.8	kopi	0	855
5665	ShipiboConibo	buy	m a r o t i	maroti	4 7 5 7 1 7	AXBYBZ	MARUTI	38	38.M.C 38.A.V 38.R.C 38.U.V 38.T.C 38.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maroti	1	851
6298	Yaminahua	buy	β i k ĩ	βi-kĩ	3 7 1 7	AXBZ	BIKI	41	41.B.C 41.I.V 41.K.C 41.I.V	2.0 1.5 1.75 0.8	βikĩ	0	853
6922	Amahuaca	buy	m á r o q uí n	mároquín	4 7 5 7 1 7 4	AXBYBYN	MARUKYN	1	1.M.C 1.A.V 1.R.C 1.U.V 1.K.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	mároquín	1	851
7214	Capanahua	buy	m a r o q ui n	maroquin	4 7 5 7 1 7 4	AXBYBYN	MARUKYN	5	5.M.C 5.A.V 5.R.C 5.U.V 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	maroquin	0	851
7942	Chipaya	buy	ḳʰ ay š	ḳʰay-š	1 7 3	AXN	KAS	10	10.K.C 10.A.V 10.S.c	2.0 1.5 0.8	ḳʰayš	0	856
7943	Moseten	buy	ya 'ʔ i	ya'ʔi	7 1 7	XBZ	YHI	26	26.Y.V 26.H.C 26.I.V	1.5 1.75 0.8	ya'ʔi	0	859
7944	Movima	buy	r i m e ɬ n a	rim-eɬ-na	5 7 4 7 5 4 7	AXBYMBZ	RIMELNA	27	27.R.C 27.I.V 27.M.C 27.E.V 27.L.c 27.N.C 27.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	rimeɬna	0	860
9797	Matses	buy	b e d	bed	1 7 1	AXN	PET	21	21.P.C 21.E.V 21.T.c	2.0 1.5 0.8	bed	1	858
10319	Sharanahua	buy	f ii	fii	3 7	AX	BI	37	37.B.C 37.I.V	2.0 1.5	fii	0	853
10912	Kakataibo	buy	m a r u t i	maruti	4 7 5 7 1 7	AXBYBZ	MARYTI	17	17.M.C 17.A.V 17.R.C 17.Y.V 17.T.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	maruti	1	851
10913	Kakataibo	buy	b i t s	bits	1 7 1 3	AXBC	PITS	17	17.P.C 17.I.V 17.T.C 17.S.C	2.0 1.5 1.75 1.5	bits	0	862
11436	Isconahua	buy	b i	bi	1 7	AX	PI	15	15.P.C 15.I.V	2.0 1.5	bi	0	853
#
1465	Araona	call	i w a	iwa	7 6 7	XBZ	IWA	2	2.I.V 2.W.C 2.A.V	1.5 1.75 0.8	iwa	0	864
1466	Araona	call	h e h e	hehe	3 7 3 7	AXBZ	HEHE	2	2.H.C 2.E.V 2.H.C 2.E.V	2.0 1.5 1.75 0.8	hehe	1	869
1964	Cavinena	call	i w a r a ya	iwara-ya	7 6 7 5 7 7	XBYBYZ	IWARAY	8	8.I.V 8.W.C 8.A.V 8.R.C 8.A.V 8.Y.V	1.5 1.75 1.3 1.75 1.3 0.8	iwaraya	0	864
2558	EseEjja	call	'iya	'iya-	7	X	I	13	13.I.V	1.5	'iya	0	866
3589	Tacana	call	i w a	iwa-	7 6 7	XBZ	IWA	39	39.I.V 39.W.C 39.A.V	1.5 1.75 0.8	iwa	0	864
4059	Cashibo	call	kʷ ɨ̃ t i	kʷɨ̃-ti	1 7 1 7	AXBZ	KITI	6	6.K.C 6.I.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	kʷɨ̃ti	0	863
4550	Catuquina	call	k ɨ n a	kɨna-	1 7 4 7	AXBZ	KINA	7	7.K.C 7.I.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	kɨna	0	863
5118	Chacobo	call	k ɨ n a	kɨna-	1 7 4 7	AXBZ	KINA	9	9.K.C 9.I.V 9.N.C 9.A.V	2.0 1.5 1.75 0.8	kɨna	0	863
5909	ShipiboConibo	call	k ɨ n a t i	kɨna-ti	1 7 4 7 1 7	AXBYBZ	KINATI	38	38.K.C 38.I.V 38.N.C 38.A.V 38.T.C 38.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kɨnati	0	863
6472	Yaminahua	call	k ɨ n a k ĩ	kɨna-kĩ	1 7 4 7 1 7	AXBYBZ	KINAKI	41	41.K.C 41.I.V 41.N.C 41.A.V 41.K.C 41.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kɨnakĩ	1	863
6663	Amahuaca	call	c ú n aa h í	cúnaahí	1 7 4 7 3 7	AXBYBZ	CYNAHI	1	1.C.C 1.Y.V 1.N.C 1.A.V 1.H.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	cúnaahí	0	863
7355	Capanahua	call	q ue n a q ui n	quenaquin	1 7 4 7 1 7 4	AXBYBYN	KYNAKYN	5	5.K.C 5.Y.V 5.N.C 5.A.V 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	quenaquin	0	863
7945	Chipaya	call	ḳʰ a w š	ḳʰaw-š	1 7 6 3	AXLN	KAWS	10	10.K.C 10.A.V 10.W.c 10.S.c	2.0 1.5 1.1 0.8	ḳʰawš	0	865
7946	Moseten	call	f ai n t æ ʔ	faintæʔ	3 7 4 1 7 1	AXMBYN	BANTEH	26	26.B.C 26.A.V 26.N.c 26.T.C 26.E.V 26.H.c	2.0 1.5 1.1 1.75 1.3 0.8	faintæʔ	0	867
7947	Movima	call	h aya m o ɬ	haya-moɬ	3 7 4 7 5	AXBYN	HAMUL	27	27.H.C 27.A.V 27.M.C 27.U.V 27.L.c	2.0 1.5 1.75 1.3 0.8	hayamoɬ	0	868
10320	Sharanahua	call	c u n ai	cunai	1 7 4 7	AXBZ	CYNA	37	37.C.C 37.Y.V 37.N.C 37.A.V	2.0 1.5 1.75 0.8	cunai	0	863
11437	Isconahua	call	k e n a	kena	1 7 4 7	AXBZ	KENA	15	15.K.C 15.E.V 15.N.C 15.A.V	2.0 1.5 1.75 0.8	kena	0	863
#
364	MayorunaJandiatuba	canoe	c ua t c h á n	cuatchán	1 7 1 1 3 7 4	AXMBCYN	CYTCHAN	25	25.C.C 25.Y.V 25.T.c 25.C.C 25.H.C 25.A.V 25.N.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	cuatchán	0	875
630	RemoBlanco	canoe	n eu t i	neuti	4 7 1 7	AXBZ	NETI	32	32.N.C 32.E.V 32.T.C 32.I.V	2.0 1.5 1.75 0.8	neuti	0	870
760	Reyesano	canoe	k w a m b a	kwamba	1 6 7 4 1 7	ACXMBZ	KWAMPA	34	34.K.C 34.W.C 34.A.V 34.M.c 34.P.C 34.A.V	2.0 1.5 1.5 1.1 1.75 0.8	kwamba	0	872
1246	Araona	canoe	k a n a w a	kanawa	1 7 4 7 6 7	AXBYBZ	KANAWA	2	2.K.C 2.A.V 2.N.C 2.A.V 2.W.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kanawa	0	871
1808	Cavinena	canoe	kʷ a b a	kʷaba	1 7 1 7	AXBZ	KAPA	8	8.K.C 8.A.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	kʷaba	0	872
2368	EseEjja	canoe	ɓ i 'š e	ɓi'še	1 7 3 7	AXBZ	PISE	13	13.P.C 13.I.V 13.S.C 13.E.V	2.0 1.5 1.75 0.8	ɓi'še	0	873
2858	HuarayoEseEjja	canoe	b i 'š e	bi'še	1 7 3 7	AXBZ	PISE	14	14.P.C 14.I.V 14.S.C 14.E.V	2.0 1.5 1.75 0.8	bi'še	0	873
3381	Tacana	canoe	kʷ a b a	kʷaba	1 7 1 7	AXBZ	KAPA	39	39.K.C 39.A.V 39.P.C 39.A.V	2.0 1.5 1.75 0.8	kʷaba	0	872
3933	Cashibo	canoe	n õ t i	nõti	4 7 1 7	AXBZ	NUTI	6	6.N.C 6.U.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	nõti	0	870
4403	Catuquina	canoe	n õ t i	nõ-ti	4 7 1 7	AXBZ	NUTI	7	7.N.C 7.U.V 7.T.C 7.I.V	2.0 1.5 1.75 0.8	nõti	0	870
4928	Chacobo	canoe	n o t i	noti	4 7 1 7	AXBZ	NUTI	9	9.N.C 9.U.V 9.T.C 9.I.V	2.0 1.5 1.75 0.8	noti	0	870
4929	Chacobo	canoe	k o r a _ n o t i	kora_noti	1 7 5 7 9 4 7 1 7	AXBZ_AXBZ	KURA_NUTI	9	9.K.C 9.U.V 9.R.C 9.A.V 9._._ 9.N.C 9.U.V 9.T.C 9.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kora_noti	0	880
5215	Pacavara	canoe	'n o t i	'noti	4 7 1 7	AXBZ	NUTI	29	29.N.C 29.U.V 29.T.C 29.I.V	2.0 1.5 1.75 0.8	'noti	0	870
5658	ShipiboConibo	canoe	n õ t i	nõti	4 7 1 7	AXBZ	NUTI	38	38.N.C 38.U.V 38.T.C 38.I.V	2.0 1.5 1.75 0.8	nõti	0	870
6293	Yaminahua	canoe	k a n õa	kanõa	1 7 4 7	AXBZ	KANU	41	41.K.C 41.A.V 41.N.C 41.U.V	2.0 1.5 1.75 0.8	kanõa	0	874
6940	Amahuaca	canoe	r ó n t i	rónti	5 7 4 1 7	AXMBZ	RUNTI	1	1.R.C 1.U.V 1.N.c 1.T.C 1.I.V	2.0 1.5 1.1 1.75 0.8	rónti	0	870
7282	Capanahua	canoe	n o n t i	nonti	4 7 4 1 7	AXMBZ	NUNTI	5	5.N.C 5.U.V 5.N.c 5.T.C 5.I.V	2.0 1.5 1.1 1.75 0.8	nonti	0	870
7671	Matis	canoe	n u n t e	nunte	4 7 4 1 7	AXMBZ	NYNTE	20	20.N.C 20.Y.V 20.N.c 20.T.C 20.E.V	2.0 1.5 1.1 1.75 0.8	nunte	0	870
7948	Moseten	canoe	k o 'a m b a	ko'amba	1 7 7 4 1 7	AXYMBZ	KUAMPA	26	26.K.C 26.U.V 26.A.V 26.M.c 26.P.C 26.A.V	2.0 1.5 1.3 1.1 1.75 0.8	ko'amba	0	876
7949	Movima	canoe	h u β e	huβe	3 7 3 7	AXBZ	HYBE	27	27.H.C 27.Y.V 27.B.C 27.E.V	2.0 1.5 1.75 0.8	huβe	0	877
9447	Poyanawa	canoe	v ã d i _ ia k a t i	vãdi_iakati	3 7 1 7 9 7 1 7 1 7	AXBZ_XBYBZ	BATI_IKATI	31	31.B.C 31.A.V 31.T.C 31.I.V 31._._ 31.I.V 31.K.C 31.A.V 31.T.C 31.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	vãdi_iakati	0	878
9646	Maropa	canoe	c u a m b á	cu-am-bá	1 7 7 4 1 7	AXYMBZ	CYAMPA	19	19.C.C 19.Y.V 19.A.V 19.M.c 19.P.C 19.A.V	2.0 1.5 1.3 1.1 1.75 0.8	cuambá	0	872
9798	Matses	canoe	c a n o	cano	1 7 4 7	AXBZ	CANU	21	21.C.C 21.A.V 21.N.C 21.U.V	2.0 1.5 1.75 0.8	cano	0	874
10321	Sharanahua	canoe	c ua c ai n i	cuacaini	1 7 1 7 4 7	AXBYBZ	CYCANI	37	37.C.C 37.Y.V 37.C.C 37.A.V 37.N.C 37.I.V	2.0 1.5 1.75 1.3 1.75 0.8	cuacaini	0	879
10322	Sharanahua	canoe	s h a s h o	shasho	3 3 7 3 3 7	ACYMBZ	SHASHU	37	37.S.C 37.H.C 37.A.V 37.S.c 37.H.C 37.U.V	2.0 1.5 1.3 1.1 1.75 0.8	shasho	0	882
10914	Kakataibo	canoe	n u n t i	nunti	4 7 4 1 7	AXMBZ	NYNTI	17	17.N.C 17.Y.V 17.N.c 17.T.C 17.I.V	2.0 1.5 1.1 1.75 0.8	nunti	0	870
10915	Kakataibo	canoe	i _ x a t u	i_xatu	7 9 3 7 1 7	X_AXBZ	I_GATY	17	17.I.V 17._._ 17.G.C 17.A.V 17.T.C 17.Y.V	1.5 0.0 2.0 1.5 1.75 0.8	i_xatu	0	881
11438	Isconahua	canoe	m o n t i	monti	4 7 4 1 7	AXMBZ	MUNTI	15	15.M.C 15.U.V 15.N.c 15.T.C 15.I.V	2.0 1.5 1.1 1.75 0.8	monti	0	870
#
375	MayorunaJandiatuba	carry	t c h a c á t e	tchacá-te	1 1 3 7 1 7 1 7	ACCYBYBZ	TCHACATE	25	25.T.C 25.C.C 25.H.C 25.A.V 25.C.C 25.A.V 25.T.C 25.E.V	2.0 1.5 1.5 1.3 1.75 1.3 1.75 0.8	tchacáte	0	893
1237	Araona	carry	d o h ae n a	dohaena	1 7 3 7 4 7	AXBYBZ	TUHANA	2	2.T.C 2.U.V 2.H.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	dohaena	0	884
1801	Cavinena	carry	m a p a ya	mapa-ya	4 7 1 7 7	AXBYZ	MAPAY	8	8.M.C 8.A.V 8.P.C 8.A.V 8.Y.V	2.0 1.5 1.75 1.3 0.8	mapaya	0	888
2360	EseEjja	carry	ɗ o h o	ɗoho-	1 7 3 7	AXBZ	TUHU	13	13.T.C 13.U.V 13.H.C 13.U.V	2.0 1.5 1.75 0.8	ɗoho	0	890
2855	HuarayoEseEjja	carry	d o h o k w e	doho-kwe	1 7 3 7 1 6 7	AXBYBCZ	TUHUKWE	14	14.T.C 14.U.V 14.H.C 14.U.V 14.K.C 14.W.C 14.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	dohokwe	0	890
3375	Tacana	carry	a b o	-abo-	7 1 7	XBZ	APU	39	39.A.V 39.P.C 39.U.V	1.5 1.75 0.8	abo	0	897
3376	Tacana	carry	d o s o	doso-	1 7 3 7	AXBZ	TUSU	39	39.T.C 39.U.V 39.S.C 39.U.V	2.0 1.5 1.75 0.8	doso	0	890
3928	Cashibo	carry	β u 'a n t i	βu'an-ti	3 7 7 4 1 7	AXYMBZ	BYANTI	6	6.B.C 6.Y.V 6.A.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.3 1.1 1.75 0.8	βu'anti	0	886
3929	Cashibo	carry	β u 'i n t i	βu'in-ti	3 7 7 4 1 7	AXYMBZ	BYINTI	6	6.B.C 6.Y.V 6.I.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.3 1.1 1.75 0.8	βu'inti	0	886
4397	Catuquina	carry	k aĩ	kaĩ-	1 7	AX	KA	7	7.K.C 7.A.V	2.0 1.5	kaĩ	0	887
4921	Chacobo	carry	β o	βo-	3 7	AX	BU	9	9.B.C 9.U.V	2.0 1.5	βo	0	886
5647	ShipiboConibo	carry	β o t i	βoti	3 7 1 7	AXBZ	BUTI	38	38.B.C 38.U.V 38.T.C 38.I.V	2.0 1.5 1.75 0.8	βoti	0	886
5648	ShipiboConibo	carry	p a p ia	papia	1 7 1 7	AXBZ	PAPI	38	38.P.C 38.A.V 38.P.C 38.I.V	2.0 1.5 1.75 0.8	papia	0	899
6284	Yaminahua	carry	β o k ĩ	βo-kĩ	3 7 1 7	AXBZ	BUKI	41	41.B.C 41.U.V 41.K.C 41.I.V	2.0 1.5 1.75 0.8	βokĩ	0	886
6285	Yaminahua	carry	iyo k ĩ	iyo-kĩ	7 1 7	XBZ	IKI	41	41.I.V 41.K.C 41.I.V	1.5 1.75 0.8	iyokĩ	0	883
6592	Amahuaca	carry	h íyaa q uí n	híyaaquín	3 7 1 7 4	AXBYN	HIKYN	1	1.H.C 1.I.V 1.K.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 0.8	híyaaquín	0	883
7284	Capanahua	carry	n o x a q ui n	noxaquin	4 7 3 7 1 7 4	AXBYBYN	NUGAKYN	5	5.N.C 5.U.V 5.G.C 5.A.V 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	noxaquin	0	885
7580	Matis	carry	b o w a n	bowan	1 7 6 7 4	AXBYN	PUWAN	20	20.P.C 20.U.V 20.W.C 20.A.V 20.N.c	2.0 1.5 1.75 1.3 0.8	bowan	0	892
7950	Chipaya	carry	ḳ u š	ḳuš	1 7 3	AXN	KYS	10	10.K.C 10.Y.V 10.S.c	2.0 1.5 0.8	ḳuš	1	889
7951	Moseten	carry	w i 't i	wi'ti	6 7 1 7	AXBZ	WITI	26	26.W.C 26.I.V 26.T.C 26.I.V	2.0 1.5 1.75 0.8	wi'ti	0	894
7952	Movima	carry	p e n̉ n a	pen̉-na	1 7 4 4 7	AXMBZ	PENNA	27	27.P.C 27.E.V 27.N.c 27.N.C 27.A.V	2.0 1.5 1.1 1.75 0.8	pen̉na	0	895
9799	Matses	carry	b ua n	buan	1 7 4	AXN	PYN	21	21.P.C 21.Y.V 21.N.c	2.0 1.5 0.8	buan	0	886
10323	Sharanahua	carry	n a n ui	nanui	4 7 4 7	AXBZ	NANY	37	37.N.C 37.A.V 37.N.C 37.Y.V	2.0 1.5 1.75 0.8	nanui	0	896
10324	Sharanahua	carry	f oi	foi	3 7	AX	BU	37	37.B.C 37.U.V	2.0 1.5	foi	0	886
10916	Kakataibo	carry	b ua n t i	buanti	1 7 4 1 7	AXMBZ	PYNTI	17	17.P.C 17.Y.V 17.N.c 17.T.C 17.I.V	2.0 1.5 1.1 1.75 0.8	buanti	0	886
10917	Kakataibo	carry	p a p i	papi	1 7 1 7	AXBZ	PAPI	17	17.P.C 17.A.V 17.P.C 17.I.V	2.0 1.5 1.75 0.8	papi	0	899
11439	Isconahua	carry	p e w e	pewe	1 7 6 7	AXBZ	PEWE	15	15.P.C 15.E.V 15.W.C 15.E.V	2.0 1.5 1.75 0.8	pewe	0	891
11440	Isconahua	carry	t oa	toa	1 7	AX	TU	15	15.T.C 15.U.V	2.0 1.5	toa	0	898
#
113	MayorunaDomestica	cassava	a s o	aso	7 3 7	XBZ	ASU	23	23.A.V 23.S.C 23.U.V	1.5 1.75 0.8	aso	0	900
161	MayorunaFera	cassava	h a c̹ a	hac̹a	3 7 1 7	AXBZ	HACA	24	24.H.C 24.A.V 24.C.C 24.A.V	2.0 1.5 1.75 0.8	hac̹a	0	900
355	Panos	cassava	a t s a	atsa	7 1 3 7	XBCZ	ATSA	30	30.A.V 30.T.C 30.S.C 30.A.V	1.5 1.75 1.5 0.8	atsa	0	900
378	MayorunaJandiatuba	cassava	a z ç o	azço	7 3 3 7	XMBZ	ASSU	25	25.A.V 25.S.c 25.S.C 25.U.V	1.5 1.1 1.75 0.8	azço	0	900
379	MayorunaJandiatuba	cassava	a ç a	aça	7 3 7	XBZ	ASA	25	25.A.V 25.S.C 25.A.V	1.5 1.75 0.8	aça	0	900
508	Mabenaro	cassava	k w a v ia	kwavia	1 6 7 3 7	ACXBZ	KWABI	18	18.K.C 18.W.C 18.A.V 18.B.C 18.I.V	2.0 1.5 1.5 1.75 0.8	kwavia	0	901
526	Sensi	cassava	ó m a	óma	7 4 7	XBZ	UMA	36	36.U.V 36.M.C 36.A.V	1.5 1.75 0.8	óma	0	903
643	RemoBlanco	cassava	a t z a	atza	7 1 3 7	XBCZ	ATSA	32	32.A.V 32.T.C 32.S.C 32.A.V	1.5 1.75 1.5 0.8	atza	0	900
655	RemoMoa	cassava	n o 'á	no'á	4 7 7	AXZ	NUA	33	33.N.C 33.U.V 33.A.V	2.0 1.5 0.8	no'á	0	908
761	Reyesano	cassava	k w a v e	kwave	1 6 7 3 7	ACXBZ	KWABE	34	34.K.C 34.W.C 34.A.V 34.B.C 34.E.V	2.0 1.5 1.5 1.75 0.8	kwave	0	901
1163	Araona	cassava	kʷ a w e a	kʷawe-a	1 7 6 7 7	AXBYZ	KAWEA	2	2.K.C 2.A.V 2.W.C 2.E.V 2.A.V	2.0 1.5 1.75 1.3 0.8	kʷawea	0	901
1745	Cavinena	cassava	kʷ a w e	kʷawe	1 7 6 7	AXBZ	KAWE	8	8.K.C 8.A.V 8.W.C 8.E.V	2.0 1.5 1.75 0.8	kʷawe	0	901
2286	EseEjja	cassava	e x i	exi	7 3 7	XBZ	EGI	13	13.E.V 13.G.C 13.I.V	1.5 1.75 0.8	exi	0	903
2287	EseEjja	cassava	e x e	exe	7 3 7	XBZ	EGE	13	13.E.V 13.G.C 13.E.V	1.5 1.75 0.8	exe	0	903
2804	HuarayoEseEjja	cassava	e k i	eki	7 1 7	XBZ	EKI	14	14.E.V 14.K.C 14.I.V	1.5 1.75 0.8	eki	0	904
3293	Tacana	cassava	kʷ a w e	kʷawe	1 7 6 7	AXBZ	KAWE	39	39.K.C 39.A.V 39.W.C 39.E.V	2.0 1.5 1.75 0.8	kʷawe	0	901
